0	0	112.85250	15	6.10778	0.5	11.63977	0.25	17.60706	17.58583	0.5	13.23540	0.001
0	1	108.56046	15	5.69501	0.5	15.16423	0.25	14.56168	15.67686	0.5	15.98725	0.001
1	0	135.83929	15	6.32965	0.5	23.22421	0.25	31.61324	31.07893	0.5	27.21880	0.001
1	1	299.45651	15	17.51406	0.5	24.54130	0.25	22.67306	24.67239	0.5	25.27733	0.001
2	0	201.79086	15	10.95639	0.5	18.50128	0.25	26.94767	27.67983	0.5	29.07512	0.001
0	0	106.83309	15	5.71156	0.5	12.28549	0.25	17.23865	17.21875	0.5	12.80526	0.001
0	1	163.35190	15	8.51046	0.5	24.82999	0.25	19.56722	18.82136	0.5	27.36562	0.001
1	0	166.84140	15	9.21417	0.5	16.51346	0.25	23.41449	22.16038	0.5	17.95678	0.001
1	1	107.85246	15	5.33988	0.5	18.43687	0.25	16.86401	20.11294	0.5	18.58325	0.001
