0	0	118.36975	15	6.47209	0.5	11.99153	0.25	17.30241	17.10687	0.5	13.38070	0.001
0	1	117.94985	15	6.22512	0.5	16.42462	0.25	13.49847	17.62186	0.5	17.16124	0.001
1	0	200.46333	15	11.20982	0.5	17.91294	0.25	21.14957	26.33291	0.5	22.97800	0.001
1	1	200.46317	15	11.28068	0.5	16.51245	0.25	21.83616	25.96143	0.5	22.09466	0.001
2	0	225.12749	15	9.19788	0.5	49.52025	0.25	62.29554	67.30500	0.5	59.99793	0.001
2	1	203.44621	15	8.14062	0.5	38.26437	0.25	57.62079	63.08899	0.5	64.05447	0.001
3	0	147.85133	15	5.60832	0.5	35.14144	0.25	42.55209	52.39020	0.5	44.84040	0.001
3	1	124.40757	15	3.93201	0.5	41.49711	0.25	44.11151	48.40778	0.5	43.09813	0.001
4	0	148.78470	15	4.09698	0.5	64.14852	0.25	61.21217	61.34222	0.5	49.23420	0.001
4	1	104.03761	15	3.65332	0.5	28.34057	0.25	38.51582	38.71136	0.5	31.52131	0.001
5	0	98.77879	15	3.28853	0.5	25.26421	0.25	38.66280	36.69347	0.5	35.95935	0.0005
5	1	177.18379	15	7.84913	0.5	40.79288	0.25	42.48640	36.03069	0.5	38.84232	0.0005
6	0	126.14187	15	5.46927	0.5	22.92384	0.25	31.97722	34.36582	0.5	32.11031	0.0005
6	1	91.23578	15	3.00504	0.5	30.86056	0.25	30.34077	33.15321	0.5	29.71289	0.0005
7	0	94.92265	15	3.65861	0.5	20.47185	0.25	32.82911	31.56607	0.5	27.41756	0.0005
7	1	73.81905	15	2.26158	0.5	26.15641	0.25	27.71907	29.00734	0.5	25.27120	0.0005
8	0	78.49960	15	3.08742	0.5	16.45544	0.25	27.78800	26.15868	0.5	20.94783	0.0005
8	1	76.07231	15	2.67890	0.5	19.90359	0.25	25.82334	30.06914	0.5	23.92786	0.0005
9	0	73.77767	15	2.60846	0.5	20.89948	0.25	29.08443	24.76050	0.5	21.47972	0.0005
9	1	60.46440	15	1.83082	0.5	16.90657	0.25	25.50036	23.26955	0.5	24.71265	0.0005
10	0	76.73903	15	2.71638	0.5	18.43884	0.25	30.49241	29.60267	0.5	23.50015	0.0005
10	1	64.54842	15	1.34388	0.5	24.94946	0.25	29.03080	33.06396	0.5	32.78351	0.0005
11	0	68.21518	15	1.83280	0.5	22.49019	0.25	34.50694	35.15162	0.5	24.12682	0.0005
11	1	61.87086	15	1.84814	0.5	20.55127	0.25	27.30655	27.55889	0.5	20.31352	0.0005
12	0	64.44161	15	1.95693	0.5	21.19301	0.25	27.39178	27.22695	0.5	21.67307	0.0005
12	1	58.17178	15	1.40801	0.5	23.13667	0.25	30.27418	24.68412	0.5	23.48733	0.0005
13	0	57.02765	15	1.69775	0.5	20.07408	0.25	23.70221	23.87466	0.5	19.26039	0.0005
13	1	66.40008	15	1.87476	0.5	26.31460	0.25	27.77949	28.04109	0.5	22.33260	0.0005
14	0	53.83149	15	1.70760	0.5	14.15870	0.25	23.85833	24.38586	0.5	18.15405	0.0005
14	1	50.10554	15	1.42910	0.5	15.10108	0.25	24.55507	20.71867	0.5	19.60014	0.0005
15	0	51.85468	15	1.57442	0.5	15.42425	0.25	23.87013	22.72233	0.5	17.75623	0.0001
15	1	49.09692	15	1.60185	0.5	12.38038	0.25	21.01957	21.49474	0.5	16.50071	0.0001
16	0	50.22128	15	1.64145	0.5	13.38882	0.25	18.76514	20.69423	0.5	18.08044	0.0001
16	1	44.36105	15	1.17911	0.5	16.39319	0.25	20.43214	17.77551	0.5	17.85166	0.0001
17	0	44.88554	15	1.41644	0.5	11.51777	0.25	18.63981	17.40530	0.5	17.73767	0.0001
17	1	41.75151	15	1.37009	0.5	11.55871	0.25	14.98593	16.80326	0.5	14.94691	0.0001
18	0	46.83215	15	1.44918	0.5	13.07216	0.25	18.48815	21.08456	0.5	17.33050	0.0001
18	1	44.45798	15	1.24004	0.5	17.55747	0.25	18.00209	21.82725	0.5	14.24265	0.0001
19	0	42.81630	15	1.32963	0.5	14.08234	0.25	17.37935	16.31978	0.5	14.81171	0.0001
19	1	39.83223	15	1.25990	0.5	12.05057	0.25	16.21446	15.11158	0.5	14.15398	0.0001
20	0	43.74781	15	1.44754	0.5	9.78897	0.25	17.27577	17.24791	0.5	17.01849	0.0001
20	1	34.91617	15	1.12345	0.5	10.51657	0.25	13.40138	14.44785	0.5	11.68775	0.0001
21	0	42.30709	15	1.40965	0.5	11.34643	0.25	16.02272	17.39854	0.5	14.26768	0.0001
21	1	34.45486	15	1.08703	0.5	11.47740	0.25	12.90889	13.71276	0.5	11.51052	0.0001
22	0	39.54453	15	1.31826	0.5	10.03101	0.25	15.09457	15.69229	0.5	14.11695	0.0001
22	1	37.60253	15	1.22353	0.5	9.74193	0.25	14.68115	14.92408	0.5	13.95452	0.0001
23	0	41.53623	15	1.45386	0.5	9.52978	0.25	14.83725	16.79671	0.5	14.10998	0.0001
23	1	31.55931	15	0.96409	0.5	8.24313	0.25	12.17313	15.61422	0.5	12.05913	0.0001
24	0	40.17771	15	1.30716	0.5	10.84470	0.25	16.59498	16.50018	0.5	13.74849	0.0001
24	1	33.16021	15	1.04364	0.5	10.10458	0.25	11.74697	11.95132	0.5	13.05740	0.0001
25	0	37.49926	15	1.22915	0.5	9.16922	0.25	15.31343	16.76620	0.5	12.91514	0.0001
25	1	36.08288	15	1.18540	0.5	10.81779	0.25	13.59493	14.58902	0.5	11.69386	0.0001
26	0	37.39324	15	1.39105	0.5	7.22986	0.25	13.18620	14.82462	0.5	11.81959	0.0001
26	1	28.82333	15	0.91992	0.5	9.12310	0.25	10.64388	11.49690	0.5	9.85549	0.0001
27	0	39.30021	15	1.47464	0.5	7.96754	0.25	14.23526	14.58055	0.5	11.98587	0.0001
27	1	28.70027	15	0.90293	0.5	8.08832	0.25	11.46150	12.99942	0.5	9.99376	0.0001
28	0	36.28539	15	1.35385	0.5	7.81680	0.25	13.48417	13.48780	0.5	10.65240	0.0001
28	1	28.85875	15	0.99540	0.5	7.81355	0.25	10.80476	11.06266	0.5	9.10829	0.0001
29	0	33.79275	15	1.17666	0.5	7.68141	0.25	13.56138	14.05617	0.5	10.79565	0.0001
29	1	35.41125	15	1.25095	0.5	9.10561	0.25	12.93355	13.45974	0.5	10.99183	0.0001
30	0	36.84186	15	1.36646	0.5	7.75055	0.25	13.95625	13.47097	0.5	11.22584	0.0001
30	1	30.49712	15	0.88007	0.5	8.75134	0.25	11.64261	12.71148	0.5	13.66367	0.0001
31	0	32.87868	15	1.13558	0.5	8.52170	0.25	12.29640	13.02909	0.5	10.50537	0.0001
31	1	35.06955	15	1.20817	0.5	10.34486	0.25	12.99840	13.74306	0.5	10.17834	0.0001
32	0	34.48510	15	1.24071	0.5	8.72488	0.25	12.63442	12.54831	0.5	10.43268	0.0001
32	1	29.09695	15	0.99655	0.5	7.69574	0.25	11.45436	12.16570	0.5	8.79163	0.0001
33	0	37.04028	15	1.44857	0.5	7.39733	0.25	13.41504	12.98662	0.5	10.02538	0.0001
33	1	27.14690	15	0.81239	0.5	9.01273	0.25	10.83565	10.99641	0.5	9.99326	0.0001
34	0	33.41237	15	1.16541	0.5	7.43911	0.25	12.72246	13.93585	0.5	11.09419	0.0001
34	1	32.63084	15	1.09038	0.5	8.81487	0.25	12.45245	13.26376	0.5	10.87743	0.0001
35	0	33.24009	15	1.08356	0.5	9.16690	0.25	12.26144	12.91422	0.5	12.21871	0.0001
35	1	35.96064	15	1.34112	0.5	8.14544	0.25	12.14686	12.96287	0.5	10.98730	0.0001
36	0	29.98078	15	1.04649	0.5	7.17692	0.25	10.92215	11.99786	0.5	9.92984	0.0001
36	1	33.34649	15	1.28343	0.5	6.90816	0.25	11.45801	11.37904	0.5	9.86345	0.0001
37	0	33.62821	15	1.14987	0.5	7.16899	0.25	12.86569	12.34974	0.5	12.98357	0.0001
37	1	29.64979	15	1.03828	0.5	7.34043	0.25	10.40787	10.80337	0.5	10.20509	0.0001
38	0	32.77058	15	1.23657	0.5	6.61008	0.25	12.02301	11.83267	0.5	9.90618	0.0001
38	1	25.92672	15	0.90108	0.5	6.17633	0.25	10.60746	9.95268	0.5	8.36465	0.0001
39	0	33.09307	15	1.27166	0.5	6.15634	0.25	12.17342	11.99594	0.5	9.79530	0.0001
39	1	25.14728	15	0.86262	0.5	6.49101	0.25	9.39827	11.13064	0.5	7.66038	0.0001
40	0	30.27477	15	1.14946	0.5	5.41568	0.25	11.19606	11.83499	0.5	9.13449	0.0001
40	1	28.70522	15	0.96403	0.5	7.93999	0.25	10.67259	11.58986	0.5	9.41842	0.0001
41	0	32.03405	15	1.14883	0.5	7.25684	0.25	12.03087	12.07284	0.5	10.29436	0.0001
41	1	26.93498	15	0.95870	0.5	5.46607	0.25	10.22597	9.35199	0.5	9.85390	0.0001
42	0	28.89806	15	1.01695	0.5	5.81777	0.25	11.55046	10.87431	0.5	10.25739	0.0001
42	1	32.58655	15	1.32036	0.5	6.00677	0.25	10.89545	11.87838	0.5	8.16873	0.0001
43	0	29.44147	15	1.15668	0.5	5.57401	0.25	10.72318	10.40228	0.5	8.04568	0.0001
43	1	26.84702	15	0.95676	0.5	6.23382	0.25	10.07335	9.79958	0.5	8.82091	0.0001
